1	test1	13	데이터베이스	20	20	2017-06-17 14:07
2	test1	13	전자계산기구조	16	20	2017-06-17 14:07
3	test1	13	운영체제	20	20	2017-06-17 14:07
4	test1	13	소프트웨어공학	15	20	2017-06-17 14:07
5	test1	13	데이터통신	20	20	2017-06-17 14:07
6	test1	13	데이터베이스	18	20	2017-06-18 14:07
7	test1	13	전자계산기구조	18	20	2017-06-18 14:07
8	test1	13	운영체제	16	20	2017-06-18 14:07
9	test1	13	소프트웨어공학	16	20	2017-06-18 14:07
10	test1	13	데이터통신	20	20	2017-06-18 14:07
11	test1	13	데이터베이스	16	20	2017-06-19 14:07
12	test1	13	전자계산기구조	12	20	2017-06-19 14:07
13	test1	13	운영체제	18	20	2017-06-19 14:07
14	test1	13	소프트웨어공학	14	20	2017-06-19 14:07
15	test1	13	데이터통신	12	20	2017-06-19 14:07
